Åland_Islands  Åland University of Applied Sciences  Mariehamn
Scotland  University of St Andrews Athletic Union  St_Andrews
Scotland  St Mary's College, St Andrews  St_Andrews
Scotland  Edinburgh School of Architecture and Landscape Architecture  Edinburgh
Scotland  Edinburgh Napier University  Edinburgh
Scotland  University of Edinburgh College of Science and Engineering  Edinburgh
Scotland  The Roslin Institute  Edinburgh
Scotland  Office of Lifelong Learning  Edinburgh
Scotland  Edinburgh International College  Edinburgh
Scotland  Cumbernauld College  Cumbernauld
Scotland  University of Stirling  Stirling
Scotland  University of St Andrews School of Medicine  St_Andrews
Scotland  Robert Gordon University  Aberdeen
Scotland  Strathclyde Business School  Glasgow
Scotland  Trinity College, Glasgow  Glasgow
Scotland  Strathclyde Law School  Glasgow
Scotland  Cardonald College  Glasgow
Scotland  North Glasgow College  Glasgow
Scotland  University Marine Biological Station Millport  Millport,_Cumbrae
Scotland  Adam Smith College  Fife
Scotland  Moray College  Elgin,_Moray
Scotland  Motherwell College  Ravenscraig
Scotland  Bell College  Hamilton and Dumfires
Scotland  University of Edinburgh School of Law  Edinburgh
Scotland  Royal (Dick) School of Veterinary Studies  Edinburgh
Scotland  University of the Highlands and Islands  Inverness
Scotland  University of Dundee  Dundee
Scotland  University of Abertay Dundee  Dundee
Scotland  Duncan of Jordanstone College of Art and Design  Dundee
Scotland  Leith School of Art  Edinburgh
Scotland  Heriot-Watt University  Edinburgh
Scotland  University of Edinburgh Medical School  Edinburgh
Scotland  Dundee College  Dundee
Scotland  University of Glasgow  Glasgow
Scotland  Stow College  Glasgow
Scotland  University of Glasgow Medical School  Glasgow
Scotland  Glasgow Caledonian University  Glasgow
Scotland  University of Glasgow School of Law  Glasgow
Scotland  Gray's School of Art  Aberdeen
Scotland  University of Aberdeen School of Law  Aberdeen
Scotland  University of Aberdeen School of Medicine  Aberdeen
Scotland  University of Glasgow School of Veterinary Medicine  Glasgow
Scotland  Anniesland College  Glasgow
Scotland  Adam Smith School of Economics and Finance (University of Glasgow)  Glasgow
Scotland  International Centre for the Study of Planned Events  Musselburgh
Scotland  Dumfries and Galloway College  Dumfries
Scotland  University of Edinburgh Business School  Edinburgh
Scotland  University of Edinburgh  Edinburgh
Scotland  Edinburgh Business School  Edinburgh
Scotland  West Lothian College  Livingston,_West_Lothian
Scotland  Centre for Energy, Petroleum and Mineral Law and Policy  Dundee
Senegal  Cheikh Anta Diop University  Dakar
Senegal  Gaston Berger University  Saint-Louis,_Senegal
Senegal  RUSTA  Abidjan
Serbia  University of Novi Sad  Novi_Sad
Serbia  Faculty of Sport and Tourism  Novi_Sad
Serbia  University of Belgrade Faculty of Philosophy  Belgrade
Serbia  University of Belgrade Faculty of Electrical Engineering  Belgrade
Serbia  University of Belgrade Faculty of Philology  Belgrade
Serbia  Megatrend University  Belgrade
Serbia  University of Belgrade Faculty of Architecture  Belgrade
Serbia  Singidunum University  Belgrade
Serbia  University of Arts in Belgrade  Belgrade
Serbia  State University of Novi Pazar  Novi_Pazar
Serbia  Niš Law School  Niš
Serbia  University of Belgrade Faculty of Law  Belgrade
Serbia  University of Belgrade Faculty of Security Studies  Belgrade
Serbia  Faculty of Economics, Finance and Administration  Belgrade
Serbia  Faculty of Economics in Kragujevac  Kragujevac
Serbia  Novi Sad Law School  Novi_Sad
Serbia  University of Belgrade  Belgrade
Serbia  Military Academy Belgrade  Belgrade
Serbia  University of Belgrade School of Medicine  Belgrade
Serbia  University of Belgrade Faculty of Economics  Belgrade
Serbia  University of Kragujevac  Kragujevac
Serbia  University of Niš  Niš
Seychelles  University of Seychelles  Anse Royale and Mont Fleuri
Sierra_Leone  Eastern Polytechnic  Kenema
Sierra_Leone  Magburaka Technical Institute  Magburaka
Sierra_Leone  Port Loko Teacher's College  Port_Loko
Sierra_Leone  Institute of Public Administration and Management  Freetown
Sierra_Leone  Milton Margai College of Education and Technology  Freetown
Sierra_Leone  Christ the King College  Bo,_Sierra_Leone
Sierra_Leone  Bo Teacher's College  Bo,_Sierra_Leone
Sierra_Leone  Fourah Bay College  Fourah_Bay
Sierra_Leone  Makeni Teacher's College  Makeni
Sierra_Leone  Fourah Bay College  Freetown
Singapore  International Executive Education Center  Singapore
Singapore  University of New Brunswick College, Singapore  Singapore
Singapore  Queen Margaret University, Asia Campus  Singapore
Singapore  New York University Tisch School of the Arts, Asia  Singapore
Singapore  Singapore Institute of Technology  City Hall
Singapore  Singapore University of Technology and Design  Changi
Singapore  ITE College Central  Singapore
Singapore  University of New South Wales Asia  Queenstown,_Singapore
Singapore  Nanyang Technological University  Nanyang Avenue
Singapore  SAFTI Military Institute  Jurong_West
Singapore  James Cook University  Brisbane
Singapore  Singapore Hotel and Tourism Education Centre  Bukit Batok
Singapore  Singapore Polytechnic  Dover,_Singapore
Singapore  Republic Polytechnic  Woodlands,_Singapore
Singapore  James Cook University  Cairns
Singapore  Temasek Polytechnic  Tampines
Singapore  Universitas 21 Global  Singapore
Singapore  Civil Service College Singapore  Singapore
Singapore  TCA College (Singapore)  Singapore
Singapore  James Cook University  Singapore
Singapore  EASB East Asia Institute of Management  Singapore
Singapore  James Cook University  Townsville
Singapore  Singapore Management University  Bras_Basah_Road
Singapore  École supérieure des sciences économiques et commerciales  Cergy
Singapore  Nanyang University  Jurong
Singapore  National University of Singapore  Singapore
Singapore  Nanyang Polytechnic  Ang_Mo_Kio
Singapore  Singapore Media Academy  Clarke_Quay
Singapore  SIM University  Clementi,_Singapore
Singapore  University of Wales Institute, Cardiff: Asia Campus  Singapore
Singapore  Curtin University Singapore  Singapore
Singapore  Nanyang Academy of Fine Arts  Bencoolen_Street
Singapore  ITE College East  Simei
Slovakia  University of Prešov  Prešov
Slovakia  Technical University of Košice  Košice
Slovakia  University of Pavol Jozef Šafárik  Košice
Slovakia  Matej Bel School of Political Sciences and International Relations  Banská_Bystrica
Slovakia  Slovak Medical University  Bratislava
Slovakia  Pan-European University  Bratislava
Slovakia  Academy of Fine Arts and Design in Bratislava  Bratislava
Slovakia  Selye János University  Komárom / Komárno
Slovakia  Matej Bel University  Banská_Bystrica
Slovakia  Academy of Performing Arts in Bratislava  Bratislava
Slovakia  Catholic University in Ružomberok  Ružomberok
Slovakia  Slovak University of Agriculture  Nitra
Slovakia  University of Trnava  Trnava
Slovakia  Comenius University in Bratislava  Bratislava
Slovakia  Slovak University of Technology in Bratislava  Bratislava
Slovakia  University of Economics in Bratislava  Bratislava
Slovenia  University of Nova Gorica  Venice
Slovenia  University of Nova Gorica  Gorizia
Slovenia  University of Nova Gorica  Nova_Gorica
Slovenia  University of Nova Gorica  Ajdovščina
Slovenia  University of Nova Gorica  Ljubljana
Slovenia  Faculty of Administration, Ljubljana  Ljubljana
Slovenia  University of Ljubljana  Ljubljana
Slovenia  University of Maribor  Maribor
Slovenia  University of Primorska  Koper
Slovenia  IEDC-Bled School of Management  Bled
Slovenia  Faculty of Economics, Ljubljana  Ljubljana
Socialist_Federal_Republic_of_Yugoslavia  University of Pristina (1969–1999)  Pristina
Somalia  University of Gedo  Bardera
Somalia  Somaliland University of Technology  Hargeisa
Somalia  Puntland State University  Garoowe
Somalia  Berbera Marine College  Berbera
Somalia  Somali National University  Mogadishu
Somalia  Bardera Polytechnic  Bardera
Somalia  University of Hargeisa  Hargeisa
Somalia  Bosaso College  Bosaso
Somalia  Kismayo University  Kismayo
Somalia  Burao University  Burao
Somaliland  Abaarso Tech  Hargeisa
South_Africa  Cape Peninsula University of Technology  Cape_Town
South_Africa  Faculty of Engineering and the Built Environment (University of the Witwatersrand)  Johannesburg
South_Africa  Rutherford University  Mbabane
South_Africa  ML Sultan Technikon  Durban
South_Africa  Latitude Varsity  Bellville
South_Africa  University of the Free State  Bloemfontein
South_Africa  Central University of Technology  Bloemfontein
South_Africa  Tshwane University of Technology  Pretoria, Nelspruit, Polokwane, Ga-Rankuwa, Soshanguve, eMalahleni
South_Africa  AFDA, The South African School of Motion Picture Medium and Live Performance  Johannesburg and Cape Town
South_Africa  Walter Sisulu University  Mthatha
South_Africa  South African Military Academy  Saldanha
South_Africa  John Wesley College  Pretoria
South_Africa  University of Venda  Thohoyandou
South_Africa  African Institute for Mathematical Sciences  Muizenberg
South_Africa  University of Zululand  Mhlathuze
South_Africa  University of Pretoria Faculty of Veterinary Science  Pretoria
South_Africa  The Open Window School Of Visual Communication  Centurion, Gauteng
South_Africa  College of Magic  Cape_Town
South_Africa  Hugo Lambrechts Music Centre  Cape_Town
South_Africa  Faculty of Humanities (University of the Witwatersrand)  Johannesburg
South_Africa  Faculty of Science (University of the Witwatersrand)  Johannesburg
South_Africa  Monash University, South Africa campus  Johannesburg
South_Africa  University of the Western Cape  Modderdam Road, Bellville, Cape Town
South_Africa  Transvaal University College  Johannesburg and Pretoria
South_Africa  Rhodes University  Grahamstown
South_Africa  University of Zululand  KwaZulu-Natal
South_Africa  Faculty of Health Sciences (University of the Witwatersrand)  Johannesburg
South_Africa  University of Stellenbosch Business School  Bellville,_Western_Cape
South_Africa  University of Fort Hare  Alice,_Eastern_Cape
South_Africa  University of Pretoria  Pretoria
South_Africa  Vista University  Pretoria
South_Africa  Mangosuthu University of Technology  Umlazi
South_Africa  Stenden University South Africa  Port_Alfred
South_Africa  Durban University of Technology  Durban
South_Africa  Technikon Natal  Durban
South_Africa  Centre for Human Rights  Pretoria
South_Africa  University of Pretoria Faculty of Law  Pretoria
South_Africa  University of Pretoria Faculty of Engineering, the Built Environment and Information Technology  Pretoria
South_Africa  Helderberg College  Somerset_West
South_Africa  Durban University of Technology  Pietermaritzburg
South_Africa  CTI Education Group  Fourways
South_Africa  Vaal University of Technology  Vanderbijlpark
South_Africa  University of the Witwatersrand  Johannesburg
South_Africa  University of Johannesburg  Johannesburg
South_Africa  Henley Management College, South Africa  Johannesburg
South_Africa  Gordon Institute of Business Science  Johannesburg
South_Korea  Gyeongin National University of Education  Anyang,_Gyeonggi
South_Korea  Cheju Halla College  Jeju_City
South_Korea  Jeju National University  Jeju_City
South_Korea  Linton Global College  Daejeon
South_Korea  Daejeon Science High School  Daejeon
South_Korea  Jeonju National University of Education  Jeonju
South_Korea  Andong Science College  Andong
South_Korea  Gyeongin National University of Education  Incheon
South_Korea  Changwon Polytechnic College  Changwon
South_Korea  Gachon University  Seongnam
South_Korea  Far East University  Eumseong
South_Korea  Dongguk University  Seoul
South_Korea  Hansung University Design campus  Seoul
South_Korea  Korea National University of Arts  Seoul
South_Korea  Korea University College of Engineering  Seoul
South_Korea  Hankuk University of Foreign Studies  Seoul
South_Korea  Hanyang University  Seoul
South_Korea  Sogang University  Seoul
South_Korea  Korea University College of Science  Seoul
South_Korea  Korea University College of Political Science and Economics  Seoul
South_Korea  Korea University School of Medicine  Seoul
South_Korea  Sunrin Internet High School  Seoul
South_Korea  University of Ulsan  Ulsan
South_Korea  Ajou University  Suwon
South_Korea  Gyeonggi Science High School  Suwon
South_Korea  Hansei University  Gunpo
South_Korea  Sangju National University  Sangju
South_Korea  Hankuk University of Foreign Studies  Songdo(Planned)
South_Korea  Dankook University  Jukjeon Campus: Yongin
South_Korea  Dongseo University  Busan
South_Korea  Ship and Offshore Structural Mechanics Laboratory  Busan
South_Korea  Busan Arts College  Busan
South_Korea  Busan University of Foreign Studies  Busan
South_Korea  Yong In University  Gyeonggi_Province
South_Korea  Yong In University  Yongin
South_Korea  Hankuk University of Foreign Studies  Yongin
South_Korea  Korea Army Academy at Yeongcheon  North_Gyeongsang_Province
South_Korea  Gangneung Yeongdong College  Gangneung
South_Korea  Korea Army Academy at Yeongcheon  Yeongcheon
South_Korea  Korea Maritime University  Yeongdo-gu
South_Korea  Sungshin Women's University  Seongbuk-gu
South_Korea  Soongsil University  Dongjak-gu
South_Korea  University of Seoul  Dongdaemun-gu
South_Korea  Catholic University of Pusan  Busan
South_Korea  Korea Maritime University  Busan
South_Korea  Yonsei University  Wonju
South_Korea  Hoseo University  Asan
South_Korea  Asan Information and Technology Polytechnic College  Asan
South_Korea  Daejin University  Gyeonggi_Province
South_Korea  Eulji University  Seongnam Campus
South_Korea  Hallym University  Chuncheon
South_Korea  Asian Center for Theological Studies  Yangpyeong
South_Korea  Catholic University of Daegu  Gyeongsan
South_Korea  Yonsei University  Incheon
South_Korea  Changwon National University  Changwon
